cliente_id,razon_social,ciudad,tipo_cliente,fecha_alta,canal_captacion
C01576,Cliente 01576,Cuenca,Minorista,2023-09-16,Referido
C01577,Cliente 01577,Quito,Minorista,2022-01-10,Redes sociales
C01578,Cliente 01578,Manta,Minorista,2024-05-27,Punto de venta
C01579,Cliente 01579,Manta,Mayorista,2023-02-25,Punto de venta
C01580,Cliente 01580,Manta,Minorista,2023-11-20,Redes sociales
C01581,Cliente 01581,Quito,Minorista,2025-06-22,Redes sociales
C01582,Cliente 01582,Quito,Minorista,2022-07-30,Referido
C01583,Cliente 01583,Manta,Mayorista,2024-05-14,Punto de venta
C01584,Cliente 01584,Quito,Minorista,2025-03-01,Punto de venta
C01585,Cliente 01585,Guayaquil,Minorista,2023-05-24,Referido
C01586,Cliente 01586,Cuenca,Minorista,2025-10-14,Referido
C01587,Cliente 01587,Quito,Minorista,2023-07-02,Referido
C01588,Cliente 01588,Cuenca,Minorista,2023-07-19,Referido
C01589,Cliente 01589,Loja,Minorista,2025-05-29,Punto de venta
C01590,Cliente 01590,Cuenca,Mayorista,2024-04-27,Punto de venta
C01591,Cliente 01591,Guayaquil,Mayorista,2025-05-04,Referido
C01592,Cliente 01592,Manta ,Mayorista,2024-12-30,Referido
C01593,Cliente 01593,Guayaquil,Minorista,2024-08-27,Referido
C01594,Cliente 01594,Cuenca,Minorista,2022-08-05,Visita comercial
C01595,Cliente 01595,Manta,Minorista,2023-04-14,Redes sociales
C01596,Cliente 01596,Cuenca,Mayorista,2025-04-28,Punto de venta
C01597,Cliente 01597,Quito,Minorista,2024-03-26,Punto de venta
C01598,Cliente 01598,Quito,Minorista,2022-10-06,Visita comercial
C01599,Cliente 01599,Quito,Minorista,2022-12-20,Punto de venta
C01600,Cliente 01600,Guayaquil,Minorista,2024-12-07,Punto de venta
C01601,Cliente 01601,Guayaquíl,Minorista,2022-04-26,Referido
C01602,Cliente 01602,Guayaquil,Minorista,2022-01-10,Redes sociales
C01603,Cliente 01603,Guayaquil,Minorista,2024-11-20,Redes sociales
C01604,Cliente 01604,Cuenca,Minorista,2022-10-19,Punto de venta
C01605,Cliente 01605,Manta,Minorista,2024-11-20,Visita comercial
C01606,Cliente 01606,Quito,Mayorista,2023-11-15,Visita comercial
C01607,Cliente 01607,Cuenca,Minorista,2025-11-27,Redes sociales
C01608,Cliente 01608,Cuenca,Minorista,2023-11-01,Visita comercial
C01609,Cliente 01609,Guayaquil,Mayorista,2025-05-02,Referido
C01610,Cliente 01610,Quito,Minorista,2025-04-05,Punto de venta
C01611,Cliente 01611,Cuenca,Minorista,2022-06-19,Visita comercial
C01612,Cliente 01612,Loja,Minorista,2025-11-24,Referido
C01613,Cliente 01613,Cuenca,Mayorista,2024-10-20,Punto de venta
C01614,Cliente 01614,Manta,Minorista,2022-01-02,Redes sociales
C01615,Cliente 01615,Loja,Minorista,2021-07-24,Redes sociales
C01616,Cliente 01616,Quito,Minorista,2022-09-22,Redes sociales
C01617,Cliente 01617,Guayaquil,Minorista,2021-08-09,Visita comercial
C01618,Cliente 01618,Guayaquil,Minorista,2023-02-07,Visita comercial
C01619,Cliente 01619,Loja,Minorista,2025-11-25,Punto de venta
C01620,Cliente 01620,Quito,Minorista,2023-08-20,Referido
C01621,Cliente 01621,guayaquil,Mayorista,2021-08-22,Referido
C01622,Cliente 01622,Manta,Minorista,2023-09-13,Visita comercial
C01623,Cliente 01623,Quito,Minorista,2022-06-30,Punto de venta
C01624,Cliente 01624,Cuenca,Mayorista,2025-04-14,Visita comercial
C01625,Cliente 01625,Guayaquil,Minorista,2021-12-06,Punto de venta
C01626,Cliente 01626,loja,Mayorista,2024-11-28,Referido
C01627,Cliente 01627,Manta,Mayorista,2023-06-28,Redes sociales
C01628,Cliente 01628,Quito,Mayorista,2021-08-14,Referido
C01629,Cliente 01629,Cuenca,Minorista,2024-06-26,Visita comercial
C01630,Cliente 01630,Quito,Minorista,2023-07-13,Redes sociales
C01631,Cliente 01631,Guayaquil,Minorista,2024-11-30,Punto de venta
C01632,Cliente 01632,Cuenca,Minorista,2024-03-29,Visita comercial
C01633,Cliente 01633,Manta ,Minorista,2024-12-25,Referido
C01634,Cliente 01634,Quito,Minorista,2023-07-21,Referido
C01635,Cliente 01635,Quito,Mayorista,2021-07-27,Visita comercial
C01636,Cliente 01636,Cuenca,Minorista,2022-02-09,Redes sociales
C01637,Cliente 01637,Guayaquil,Minorista,2023-07-19,Visita comercial
C01638,Cliente 01638,Guayaquil,Minorista,2023-04-11,Redes sociales
C01639,Cliente 01639,Quito,Minorista,2025-01-05,Visita comercial
C01640,Cliente 01640,Quito,Minorista,2023-05-04,Redes sociales
C01641,Cliente 01641,manta,Minorista,2025-04-21,Referido
C01642,Cliente 01642,Quito,Mayorista,2022-05-11,Referido
C01643,Cliente 01643,Guayaquil,Minorista,2023-03-22,Referido
C01644,Cliente 01644,Loja,Minorista,2024-11-06,Punto de venta
C01645,Cliente 01645,Quito,Minorista,2022-01-29,Redes sociales
C01646,Cliente 01646,Cuenca,Minorista,2022-12-11,Punto de venta
C01647,Cliente 01647,Quito,Minorista,2024-10-29,Referido
C01648,Cliente 01648, Manta,Minorista,2024-02-12,Referido
C01649,Cliente 01649,Cuenca,Mayorista,2024-12-10,Visita comercial
C01650,Cliente 01650,Manta,Minorista,2023-10-18,Referido
C01651,Cliente 01651,Quito,Minorista,2025-04-19,Punto de venta
C01652,Cliente 01652,Guayaquil,Minorista,2025-05-18,Punto de venta
C01653,Cliente 01653,Cuenca,Minorista,2025-10-21,Redes sociales
C01654,Cliente 01654,Quito,Mayorista,2022-01-26,Redes sociales
C01655,Cliente 01655,Quito,Minorista,2024-02-15,Visita comercial
C01656,Cliente 01656,Quito,Mayorista,2022-01-13,Visita comercial
C01657,Cliente 01657,Loja,Minorista,2022-07-16,Punto de venta
C01658,Cliente 01658,Cuenca,Minorista,2022-11-07,Visita comercial
C01659,Cliente 01659,Guayaquil,Minorista,2024-05-13,Visita comercial
C01660,Cliente 01660,Cuenca ,Minorista,2023-06-04,Punto de venta
C01661,Cliente 01661,Guayaquil,Mayorista,2025-04-28,Punto de venta
C01662,Cliente 01662,Guayaquil,Minorista,2022-11-04,Redes sociales
C01663,Cliente 01663,Guayaquil,Mayorista,2024-03-28,Referido
C01664,Cliente 01664,Guayaquil,Mayorista,2024-11-17,Punto de venta
C01665,Cliente 01665,Quito ,Minorista,2025-10-30,Visita comercial
C01666,Cliente 01666,Manta,Minorista,2022-08-11,Referido
C01667,Cliente 01667,Manta,Minorista,2024-09-30,Referido
C01668,Cliente 01668,Quito,Minorista,2021-11-27,Punto de venta
C01669,Cliente 01669,Guayaquil,Mayorista,2023-12-01,Punto de venta
C01670,Cliente 01670,Quito,Minorista,2023-05-08,Punto de venta
C01671,Cliente 01671,Loja,Mayorista,2025-09-25,Visita comercial
C01672,Cliente 01672,Manta,Minorista,2024-12-03,Redes sociales
C01673,Cliente 01673,LOJA,Minorista,2025-08-06,Referido
C01674,Cliente 01674,Quito,Minorista,2025-04-05,Punto de venta
C01675,Cliente 01675,Quito,Minorista,2023-05-03,Visita comercial
C01676,Cliente 01676,Quito,Mayorista,2024-09-30,Visita comercial
C01677,Cliente 01677,Quito,Minorista,2021-09-01,Punto de venta
C01678,Cliente 01678,Quito,Mayorista,2023-12-24,Referido
C01679,Cliente 01679,Quito,Mayorista,2021-09-28,Punto de venta
C01680,Cliente 01680,Loja,Mayorista,2024-09-15,Visita comercial
C01681,Cliente 01681,Quito,Minorista,2025-10-08,Punto de venta
C01682,Cliente 01682,Quito,Mayorista,2024-07-09,Visita comercial
C01683,Cliente 01683,Manta,Minorista,2025-03-19,Visita comercial
C01684,Cliente 01684,Guayaquil,Minorista,2022-07-24,Redes sociales
C01685,Cliente 01685,Cuenca,Minorista,2025-11-21,Referido
C01686,Cliente 01686,GUAYAQUIL,Minorista,2023-12-13,Redes sociales
C01687,Cliente 01687,Manta,Minorista,2024-06-28,Visita comercial
C01688,Cliente 01688,Guayaquil,Minorista,2024-11-28,Visita comercial
C01689,Cliente 01689,Guayaquil,Minorista,2024-05-03,Punto de venta
C01690,Cliente 01690,Cuenca,Mayorista,2022-12-04,Visita comercial
C01691,Cliente 01691,Guayaquil,Minorista,2024-03-19,Punto de venta
C01692,Cliente 01692,Quito,Minorista,2024-05-26,Punto de venta
C01693,Cliente 01693,Guayaquil,Minorista,2025-04-16,Visita comercial
C01694,Cliente 01694,Quito,Minorista,2023-08-24,Punto de venta
C01695,Cliente 01695,Cuenca,Mayorista,2023-09-25,Referido
C01696,Cliente 01696,Quito,Minorista,2023-09-28,Referido
C01697,Cliente 01697,Quito,Minorista,2022-01-14,Visita comercial
C01698,Cliente 01698,Quito,Mayorista,,Punto de venta
C01699,Cliente 01699,Manta,Mayorista,2021-08-16,Redes sociales
C01700,Cliente 01700,Quito,Minorista,2024-06-14,Redes sociales
C01701,Cliente 01701,Cuenca,Minorista,2023-05-16,Punto de venta
C01702,Cliente 01702,Manta ,Minorista,2025-04-30,Referido
C01703,Cliente 01703,Quito,Minorista,2024-08-11,Punto de venta
C01704,Cliente 01704,Cuenca,Mayorista,2022-02-26,Punto de venta
C01705,Cliente 01705,Quito,Minorista,2021-12-22,Punto de venta
C01706,Cliente 01706,quito,Mayorista,2023-02-20,Punto de venta
C01707,Cliente 01707,Cuenca,Minorista,2025-07-27,Punto de venta
C01708,Cliente 01708,Manta,Minorista,2021-09-30,Visita comercial
C01709,Cliente 01709,Quito,Mayorista,2022-05-10,Punto de venta
C01710,Cliente 01710,Guayaquil,Mayorista,2021-08-31,Punto de venta
C01711,Cliente 01711,Quito,Mayorista,2023-05-07,Redes sociales
C01712,Cliente 01712,Guayaquil,Mayorista,2025-11-14,Referido
C01713,Cliente 01713,Guayaquil,Minorista,2024-07-12,Punto de venta
C01714,Cliente 01714,Guayaquil ,Minorista,2023-09-12,Visita comercial
C01715,Cliente 01715,GUAYAQUIL,Minorista,2022-03-03,Redes sociales
C01716,Cliente 01716,Quito,Minorista,2023-02-03,Redes sociales
C01717,Cliente 01717,Cuenca,Minorista,2023-11-01,Visita comercial
C01718,Cliente 01718,Cuenca,Mayorista,2022-09-27,Punto de venta
C01719,Cliente 01719,Cuenca,Minorista,2024-08-16,Visita comercial
C01720,Cliente 01720,Quito,Minorista,2025-10-30,Punto de venta
C01721,Cliente 01721,Guayaquil,Minorista,2022-06-09,Punto de venta
C01722,Cliente 01722,Guayaquil,Minorista,2022-08-22,Referido
C01723,Cliente 01723,Quito,Minorista,2022-02-01,Punto de venta
C01724,Cliente 01724,Quito,Minorista,2024-09-18,Visita comercial
C01725,Cliente 01725,Guayaquil,Minorista,2023-07-23,Punto de venta
C01726,Cliente 01726,Cuenca,Minorista,2022-10-12,Punto de venta
C01727,Cliente 01727,Quito,Mayorista,2022-06-30,Visita comercial
C01728,Cliente 01728,Manta,Minorista,2021-11-04,Punto de venta
C01729,Cliente 01729,Guayaquil,Minorista,2023-08-15,Redes sociales
C01730,Cliente 01730,Cuenca,Minorista,2024-07-12,Redes sociales
C01731,Cliente 01731,Guayaquil,Minorista,2022-07-26,Punto de venta
C01732,Cliente 01732,Guayaquil,Minorista,2021-07-17,Redes sociales
C01733,Cliente 01733,Guayaquil,Mayorista,2023-08-11,Redes sociales
C01734,Cliente 01734,Loja,Minorista,2024-06-30,Referido
C01735,Cliente 01735,GUAYAQUIL,Minorista,2023-01-17,Referido
C01736,Cliente 01736,Guayaquil,Minorista,,Punto de venta
C01737,Cliente 01737,Guayaquil,Mayorista,2022-03-18,Visita comercial
C01738,Cliente 01738,Cuenca,Minorista,2024-10-20,Redes sociales
C01739,Cliente 01739,Quito,Minorista,2025-04-23,Visita comercial
C01740,Cliente 01740,Guayaquil,Mayorista,2024-11-27,Punto de venta
C01741,Cliente 01741,Guayaquil,Minorista,,Redes sociales
C01742,Cliente 01742,Loja,Minorista,2024-09-15,Referido
C01743,Cliente 01743,Guayaquil,Minorista,2023-04-11,Referido
C01744,Cliente 01744,Guayaquil,Minorista,2021-08-23,Referido
C01745,Cliente 01745,Loja,Mayorista,2023-02-23,Punto de venta
C01746,Cliente 01746,Guayaquil,Minorista,2024-08-13,Redes sociales
C01747,Cliente 01747,Quito,Minorista,2024-05-15,Redes sociales
C01748,Cliente 01748,Quito,Minorista,2025-11-15,Punto de venta
C01749,Cliente 01749,Quito,Minorista,2025-11-26,Referido
C01750,Cliente 01750,Quito,Mayorista,2022-08-07,Referido
C01751,Cliente 01751,Guayaquil,Minorista,2021-07-30,Referido
C01752,Cliente 01752,Cuenca,Mayorista,2022-09-26,Visita comercial
C01753,Cliente 01753,Cuenca,Minorista,2025-05-16,Punto de venta
C01754,Cliente 01754,Quito,Minorista,2025-02-05,Punto de venta
C01755,Cliente 01755,Guayaquil,Minorista,2021-12-20,Punto de venta
C01756,Cliente 01756,quito,Mayorista,2022-03-28,Punto de venta
C01757,Cliente 01757,Loja,Minorista,2024-01-02,Referido
C01758,Cliente 01758,Quito,Minorista,2024-06-05,Referido
C01759,Cliente 01759,Guayaquil,Minorista,2025-11-02,Redes sociales
C01760,Cliente 01760,Quito,Minorista,2024-11-04,Punto de venta
C01761,Cliente 01761,Guayaquil,Minorista,2022-06-18,Punto de venta
C01762,Cliente 01762,Guayaquil,Minorista,2021-09-12,Redes sociales
C01763,Cliente 01763,Cuenca,Mayorista,2024-04-23,Punto de venta
C01764,Cliente 01764,Quito,Minorista,2023-12-18,Punto de venta
C01765,Cliente 01765,Manta,Minorista,2025-07-28,Punto de venta
C01766,Cliente 01766,Guayaquil,Minorista,2024-01-22,Punto de venta
C01767,Cliente 01767,Cuenca,Minorista,2023-09-24,Referido
C01768,Cliente 01768,Manta,Minorista,2022-11-12,Referido
C01769,Cliente 01769,Loja,Minorista,2021-11-30,Redes sociales
C01770,Cliente 01770,Quito,Minorista,2025-05-17,Referido
C01771,Cliente 01771,Quito,Minorista,2025-02-25,Punto de venta
C01772,Cliente 01772,Quito,Mayorista,2022-04-01,Redes sociales
C01773,Cliente 01773,Quito,Minorista,2024-08-14,Redes sociales
C01774,Cliente 01774,Guayaquil,Minorista,2023-02-17,Referido
C01775,Cliente 01775,Loja,Mayorista,2023-06-14,Redes sociales
C01776,Cliente 01776,loja,Mayorista,2025-04-02,Redes sociales
C01777,Cliente 01777,Guayaquil,Minorista,2025-03-23,Visita comercial
C01778,Cliente 01778,Guayaquil,Minorista,2022-05-16,Punto de venta
C01779,Cliente 01779,Manta,Minorista,2022-11-19,Referido
C01780,Cliente 01780,Loja,Minorista,2025-02-18,Referido
C01781,Cliente 01781,Quito,Minorista,2025-07-21,Visita comercial
C01782,Cliente 01782,Guayaquil,Minorista,2021-11-18,Redes sociales
C01783,Cliente 01783,Manta,Minorista,2025-03-09,Punto de venta
C01784,Cliente 01784,Quito,Minorista,2023-09-05,Punto de venta
C01785,Cliente 01785,Guayaquil ,Minorista,2024-02-14,Visita comercial
C01786,Cliente 01786,Loja,Minorista,2021-11-12,Punto de venta
C01787,Cliente 01787,Loja,Minorista,2024-07-07,Punto de venta
C01788,Cliente 01788,Manta,Mayorista,,Referido
C01789,Cliente 01789,Cuenca,Mayorista,2024-06-09,Visita comercial
C01790,Cliente 01790,Quito,Minorista,2024-12-30,Referido
C01791,Cliente 01791,Quito,Minorista,2025-09-05,Punto de venta
C01792,Cliente 01792,Guayaquil,Minorista,2025-04-04,Referido
C01793,Cliente 01793,Guayaquil,Minorista,2024-10-18,Redes sociales
C01794,Cliente 01794,Guayaquil,Minorista,2025-11-01,Punto de venta
C01795,Cliente 01795,Guayaquil,Minorista,2024-06-28,Punto de venta
C01796,Cliente 01796,Guayaquil,Minorista,2024-06-24,Punto de venta
C01797,Cliente 01797,Cuenca,Minorista,2023-11-29,Punto de venta
C01798,Cliente 01798,Quito,Minorista,2024-11-26,Visita comercial
C01799,Cliente 01799,Quito,Minorista,2021-11-06,Punto de venta
C01800,Cliente 01800,Quito,Minorista,2023-10-02,Referido
